userId,pokemonId,rating
3,335,2.1
3,822,1.1
3,210,2.3
3,507,2.2
3,245,2.3
3,840,2.3
3,771,2.2
3,227,2.8
3,971,4.6
3,363,2.2
3,398,2.5
3,929,2.1
4,75,2.6
4,930,1.2
4,790,1.7
4,698,2.6
4,316,1.7
4,446,2.2
4,274,2.3
4,561,2.7
4,375,4.1
4,932,1.1
4,928,1.1
4,778,1.1
4,238,1.8
4,108,1.3
4,971,1.5
4,673,1.8
4,755,2.1
4,712,1.4
4,151,2.2
4,247,1.6
4,498,2.2
4,114,2.7
4,480,2.8
4,491,1.1
4,720,1.2
4,851,1.9
4,145,1.0
4,233,2.7
4,688,2.0
4,985,1.3
4,686,1.4
4,729,1.8
4,955,2.9
4,993,2.2
4,648,2.8
4,361,1.8
4,595,2.8
4,868,1.1
4,876,1.4
4,676,2.2
4,584,1.8
4,665,1.6
4,713,2.2
4,624,4.0
4,670,1.1
4,793,1.6
4,663,2.9
4,232,1.0
4,450,2.7
4,163,1.3
4,110,2.4
4,449,2.4
4,557,1.3
4,652,4.1
4,991,1.5
4,342,1.3
4,696,1.2
4,737,2.6
4,966,4.6
4,626,2.1
4,35,2.5
4,177,1.5
4,478,3.0
4,121,1.0
4,1000,4.4
4,715,2.5
4,926,2.3
4,286,4.5
4,933,1.7
4,490,2.0
4,465,2.4
4,830,2.9
4,576,1.2
4,636,2.3
4,123,2.4
4,717,2.6
4,775,2.6
4,821,2.6
4,531,2.2
4,803,2.9
4,621,1.4
4,209,2.6
4,185,1.5
4,103,2.7
4,441,1.6
4,982,1.6
4,884,4.1
4,183,1.7
4,304,4.3
4,769,1.8
4,606,1.9
4,390,2.2
4,323,2.4
4,975,2.0
4,710,2.3
4,66,4.1
4,143,1.5
4,287,1.9
4,857,2.9
4,384,1.4
4,687,1.4
4,226,2.0
4,978,1.6
4,856,2.7
4,74,1.9
4,5,2.3
4,91,3.0
4,172,2.2
4,231,1.1
4,152,1.8
4,929,1.9
4,757,1.6
4,442,2.4
4,98,1.8
4,956,2.4
4,772,3.0
4,80,1.0
4,632,4.8
4,671,1.3
4,1008,2.2
4,423,2.3
4,148,2.3
5,663,2.0
5,364,1.6
5,316,2.5
5,411,3.0
5,174,4.9
5,628,4.1
5,839,2.6
5,489,2.6
5,179,1.7
5,902,1.9
5,18,4.3
5,457,3.0
5,20,4.8
5,972,1.6
5,865,1.1
5,82,2.6
5,845,1.2
5,889,1.6
5,382,1.5
5,654,2.3
5,16,4.9
5,598,2.3
5,558,4.4
5,130,2.1
5,807,2.9
5,418,2.7
5,461,2.0
5,243,1.4
5,97,1.9
5,825,4.2
5,254,1.2
5,389,2.2
5,578,2.6
5,213,4.9
5,49,4.8
5,274,2.8
5,465,1.4
5,44,2.0
5,990,1.8
5,650,1.6
5,577,1.6
5,361,1.1
5,983,1.0
5,604,2.1
5,948,2.3
5,759,4.8
5,1005,2.9
5,491,2.3
5,711,1.7
5,353,1.4
5,341,2.1
5,699,1.5
5,761,1.1
5,554,1.3
5,226,2.6
5,886,1.7
5,3,2.3
5,797,2.8
5,152,2.6
5,819,4.5
5,464,2.3
5,200,2.2
5,239,2.3
5,23,1.5
5,969,1.0
5,921,1.6
5,669,1.2
5,434,2.7
5,849,1.6
5,950,1.7
5,956,1.7
5,256,2.6
5,698,2.8
5,890,1.3
5,171,1.2
5,173,1.5
5,34,2.2
5,270,2.6
5,451,4.4
5,210,2.5
5,827,1.3
5,920,4.3
5,772,4.7
5,71,3.0
5,504,5.0
5,45,1.6
5,967,4.6
5,707,2.6
5,809,1.9
5,60,2.0
5,653,1.3
5,709,2.7
5,184,1.2
5,739,1.6
5,971,2.9
5,720,1.9
5,572,4.6
5,870,1.6
5,108,4.9
5,927,1.7
5,515,1.8
5,946,1.7
5,309,2.8
5,682,1.6
5,287,4.6
5,879,1.1
5,875,2.8
5,681,2.6
5,1010,1.0
5,630,2.6
5,796,2.9
5,718,2.0
5,186,1.3
5,767,4.6
5,962,1.2
5,958,1.9
5,313,4.7
5,580,2.2
5,291,4.4
5,295,4.1
5,532,3.0
5,205,4.7
5,991,2.2
5,636,4.4
5,264,4.6
5,180,1.5
5,913,2.1
5,925,4.7
5,869,1.4
6,149,2.6
6,802,4.2
6,1010,1.6
6,596,1.2
6,975,2.7
6,25,1.3
6,753,2.1
6,406,1.8
6,936,2.5
6,34,1.8
6,550,4.0
6,130,4.5
6,485,1.7
6,845,4.4
6,725,3.0
6,740,2.3
6,916,1.8
6,977,4.3
6,119,4.9
6,662,2.7
6,279,4.5
6,621,1.9
6,679,4.6
6,737,2.7
6,547,1.0
6,389,1.2
6,972,4.2
6,940,1.3
6,194,4.4
6,354,4.1
6,848,1.8
6,99,4.4
6,586,1.3
6,824,1.6
6,651,1.9
6,36,2.6
6,8,4.2
6,177,1.2
6,887,4.0
6,472,2.0
6,412,2.6
6,205,2.6
6,610,2.7
6,878,1.5
6,716,2.0
6,466,1.5
6,477,4.5
6,904,2.2
6,657,4.9
6,958,2.8
6,579,2.1
6,171,4.1
6,835,2.1
6,641,1.6
6,719,2.5
6,536,4.7
6,509,2.2
6,19,2.9
6,455,2.3
6,11,2.3
6,265,2.3
6,639,2.2
6,899,2.0
6,575,2.4
6,942,2.5
6,184,4.1
6,280,2.7
6,514,2.0
6,517,2.9
6,26,1.2
6,94,4.2
6,864,5.0
6,55,4.6
6,436,2.3
6,915,2.6
6,493,1.6
6,424,2.2
6,7,4.6
6,490,4.2
6,609,4.5
6,131,4.0
6,788,4.2
6,772,1.6
6,31,1.1
6,479,4.0
6,556,1.2
6,469,1.7
6,423,4.7
6,73,4.2
6,962,2.4
6,712,2.3
6,847,4.7
6,965,2.1
6,606,2.8
6,249,1.2
6,974,2.7
6,829,2.7
6,319,5.0
6,239,2.0
6,84,1.1
6,313,2.0
6,441,1.1
6,155,2.2
6,307,2.7
6,784,1.8
6,939,1.7
6,733,2.3
6,445,2.6
6,668,2.0
6,273,1.4
6,623,4.5
6,873,2.4
6,315,1.2
6,241,2.0
6,963,4.7
6,690,4.9
6,324,1.3
6,849,1.4
6,242,1.1
6,592,4.5
6,420,1.5
6,403,1.6
6,271,4.5
6,473,1.3
6,642,2.3
6,729,4.7
6,145,2.4
6,176,1.6
6,927,2.8
6,601,2.3
6,428,1.5
6,500,2.6
6,133,2.7
6,507,2.7
6,326,2.7
6,548,2.8
6,329,1.1
6,501,4.3
6,640,1.2
6,297,2.2
6,471,2.3
6,480,2.3
6,782,1.8
6,303,2.7
6,137,3.0
6,798,2.3
6,32,1.1
6,47,1.7
6,6,1.1
6,960,4.3
6,513,1.9
6,78,2.2
6,340,4.1
6,306,2.2
6,368,4.8
6,565,4.7
6,599,2.6
6,825,1.3
6,991,4.6
6,95,1.4
6,224,4.8
6,328,1.1
6,989,1.6
6,913,4.5
6,897,4.5
6,173,1.3
6,632,2.0
6,512,2.6
6,355,4.3
6,189,1.3
6,922,2.1
6,560,1.3
6,267,2.7
6,411,1.4
6,877,1.9
6,253,2.5
6,821,1.5
6,875,2.6
6,624,2.6
6,215,1.5
6,259,4.2
6,732,1.2
6,417,2.8
6,1004,1.6
6,828,2.6
6,152,1.1
6,537,4.1
6,775,1.3
6,832,1.5
6,486,1.4
6,92,4.9
7,22,3.0
7,683,2.2
7,813,4.4
7,721,4.9
7,37,4.6
7,730,1.3
7,709,4.8
7,354,1.3
7,66,4.2
7,554,4.9
7,765,1.3
7,174,2.6
7,527,2.9
7,471,1.5
7,440,1.1
7,286,4.6
7,791,1.6
7,632,2.6
7,891,4.6
7,539,4.4
7,357,4.1
7,997,1.7
7,314,1.9
7,438,2.2
7,190,1.6
7,850,4.2
7,812,4.1
7,78,4.2
7,402,1.5
7,819,2.5
7,583,2.0
7,140,1.9
7,919,1.6
7,144,1.4
7,883,2.4
7,687,2.6
7,214,4.2
7,760,4.0
7,542,4.6
7,312,1.2
7,752,2.7
7,914,4.6
7,993,2.7
7,672,4.9
7,222,1.4
7,387,4.1
7,731,1.1
7,370,2.4
7,608,4.5
7,916,2.0
7,334,1.3
7,147,2.2
7,959,2.9
7,166,2.0
7,472,3.0
7,422,2.5
7,143,1.7
7,761,4.2
7,747,2.6
7,475,4.9
7,130,2.8
7,1001,4.7
7,770,1.1
7,741,4.6
7,432,2.5
7,929,4.0
7,678,2.2
7,679,2.5
7,698,1.2
7,658,1.3
7,413,4.8
7,1008,2.2
7,108,1.6
7,1002,1.5
7,439,1.7
7,805,2.3
7,335,2.7
7,132,2.6
7,853,4.4
7,375,1.5
7,970,1.5
7,18,1.1
7,629,2.6
7,599,2.9
7,851,4.7
7,972,2.6
7,942,2.5
7,57,4.1
7,757,4.1
7,735,1.5
7,968,1.5
7,115,1.0
7,51,2.5
7,507,1.1
7,177,2.5
7,419,1.5
7,909,4.3
7,561,2.1
7,642,2.0
7,328,2.6
7,614,1.8
7,500,5.0
7,346,4.4
7,700,1.5
7,499,4.1
7,251,4.6
7,285,4.4
7,998,1.8
7,367,1.3
7,56,4.2
7,553,1.4
7,528,2.5
7,27,1.1
8,467,1.5
8,632,1.1
8,778,2.9
8,978,2.0
8,248,2.9
8,995,2.7
8,999,1.3
8,641,4.1
8,56,2.7
8,981,2.3
8,752,1.8
8,11,2.5
8,860,1.5
8,866,1.7
8,627,4.8
8,356,1.7
8,867,2.6
8,677,1.4
8,764,1.3
8,154,1.3
8,707,1.8
8,777,2.4
8,470,1.3
8,242,1.1
8,143,1.4
8,474,2.1
8,604,2.1
8,982,2.6
8,264,1.9
8,674,2.8
8,580,4.2
8,600,2.5
8,448,2.5
8,986,2.7
8,44,2.0
8,83,4.5
8,938,1.3
8,703,2.1
8,544,2.9
8,715,4.5
8,184,1.2
8,331,2.3
8,404,2.2
8,475,2.1
8,87,2.0
8,336,2.0
8,753,2.1
8,85,4.4
8,541,1.1
8,197,2.0
8,219,1.8
8,259,2.5
8,799,3.0
8,371,1.4
8,217,2.6
8,352,3.0
8,114,1.2
8,651,2.1
8,562,2.9
8,925,1.5
8,926,2.9
8,157,2.4
8,122,1.2
8,750,1.8
8,515,1.0
8,683,1.5
8,514,2.5
8,552,1.4
8,58,2.9
8,804,2.0
8,212,1.6
8,488,2.3
8,559,1.5
8,811,1.1
8,294,2.2
8,394,1.6
8,23,2.3
8,431,2.6
8,528,4.4
8,42,4.1
8,954,1.6
8,385,2.3
8,436,1.6
8,70,1.1
8,968,1.8
8,902,3.0
8,370,2.2
8,267,4.8
8,442,2.7
8,202,2.7
8,908,2.6
8,482,2.4
8,501,2.7
8,960,2.9
8,237,2.1
8,523,2.7
8,820,1.5
8,887,1.7
8,767,2.4
8,59,1.9
8,914,3.0
8,833,2.1
8,597,2.4
8,191,2.9
8,587,4.7
8,892,2.6
8,170,2.2
8,992,2.9
8,701,4.6
8,698,2.3
8,240,1.9
8,77,1.6
8,314,1.8
8,1003,1.7
8,531,2.7
8,525,1.3
8,953,1.5
8,265,1.7
8,858,1.0
8,850,2.8
8,361,2.8
8,592,2.4
8,614,2.6
8,940,4.8
8,74,2.8
8,782,2.9
8,878,2.5
8,458,4.6
8,201,2.8
8,985,1.8
8,357,4.7
8,575,1.1
8,163,4.5
8,885,1.3
8,812,1.8
9,48,2.3
9,745,2.0
9,674,2.6
9,260,1.8
9,150,2.3
9,311,2.9
9,864,2.6
9,910,2.6
9,688,2.6
9,924,2.0
9,19,2.0
9,393,2.3
9,282,1.8
9,477,2.0
9,416,1.9
9,356,2.7
9,702,2.8
9,510,4.7
9,67,2.3
9,344,2.8
9,495,1.3
9,773,2.4
9,965,2.4
9,597,2.5
9,386,1.1
9,461,4.6
9,879,1.6
9,134,1.1
9,197,4.4
9,710,2.3
9,592,1.1
9,508,3.0
9,926,2.6
9,257,1.3
9,713,1.3
9,72,2.7
9,292,1.7
9,309,1.7
9,18,2.6
9,334,2.9
9,306,2.6
9,401,1.9
9,988,1.4
9,391,2.2
9,526,1.3
9,422,2.7
9,161,2.4
9,599,1.4
9,630,4.4
9,821,1.1
9,59,2.9
9,264,1.1
9,696,2.3
9,507,2.8
9,163,1.2
9,478,1.1
9,500,2.0
9,194,1.6
9,347,2.4
9,664,2.2
9,81,2.7
9,998,1.7
9,670,1.8
9,94,2.5
9,345,1.2
9,849,1.4
9,938,2.2
9,580,2.4
9,992,1.7
9,604,3.0
9,129,2.1
9,665,1.1
9,689,2.6
9,753,2.3
9,673,2.0
9,805,1.8
9,914,1.2
9,80,1.6
9,874,2.7
9,543,2.4
9,616,2.6
9,724,2.2
9,792,2.6
9,862,4.2
9,697,2.7
9,822,1.1
9,594,2.6
9,414,2.3
9,563,1.3
9,532,2.9
9,39,1.4
9,219,2.3
9,380,2.7
9,946,2.2
9,707,2.8
9,382,1.1
9,623,2.4
9,858,1.9
9,381,1.7
9,958,2.3
9,111,1.5
9,117,1.9
9,167,1.3
9,646,2.2
9,886,2.9
9,201,1.5
9,787,1.4
9,448,2.3
9,979,2.3
9,78,1.4
9,566,3.0
9,269,1.3
9,915,2.0
9,519,1.8
9,176,2.2
9,203,1.2
9,395,2.1
9,102,1.4
9,208,2.0
9,722,2.8
9,41,2.4
9,458,2.8
9,474,1.8
9,907,2.1
9,233,1.3
9,900,2.9
9,170,1.1
9,921,1.3
9,785,1.5
9,877,4.4
9,535,2.1
9,962,4.7
9,832,1.1
9,685,2.8
9,9,2.1
9,299,1.8
9,116,1.8
9,408,1.4
9,557,1.9
9,342,4.8
9,273,1.5
9,666,3.0
9,954,1.8
9,130,1.4
9,586,1.7
9,302,4.8
9,28,2.2
9,603,1.8
9,916,2.0
9,247,1.7
9,210,1.3
9,153,1.9
9,296,1.0
9,255,1.4
9,304,2.6
9,428,1.6
9,135,2.4
9,540,2.6
9,372,2.6
9,757,2.0
9,239,1.8
9,595,2.1
9,105,2.4
10,679,2.9
10,427,1.9
10,667,2.7
10,103,4.7
10,571,1.2
10,425,1.7
10,336,1.6
10,68,3.0
10,957,1.7
10,706,1.3
10,1010,5.0
10,110,2.5
10,17,1.3
10,408,1.3
10,267,1.2
10,992,2.4
10,608,2.6
10,998,1.5
10,276,1.7
10,105,2.7
10,43,2.9
10,54,1.7
10,722,2.2
10,689,2.3
10,980,2.0
10,847,2.2
10,554,1.0
10,558,1.0
10,639,2.4
10,783,2.8
10,270,1.5
10,694,2.6
10,148,2.9
10,170,2.2
10,205,1.4
10,472,1.8
10,419,2.9
10,412,1.3
10,931,2.7
10,280,4.6
10,82,2.9
10,613,2.4
10,989,2.8
10,834,1.5
10,269,2.9
10,875,2.2
10,290,1.6
10,149,2.4
10,710,1.5
10,191,3.0
10,532,1.9
10,866,4.6
10,12,2.0
10,991,1.2
10,190,1.4
10,999,2.3
10,618,1.2
10,292,2.4
10,601,2.7
10,779,4.2
10,405,2.4
10,352,2.6
10,824,1.6
10,995,2.5
10,806,1.1
10,413,1.9
10,838,2.1
10,672,2.1
10,430,1.5
10,294,2.1
10,553,2.5
10,828,1.9
10,570,1.2
10,209,1.1
10,820,1.7
10,271,1.6
10,563,1.7
10,85,1.9
10,525,1.6
10,165,2.6
10,304,2.5
10,620,2.8
10,62,1.4
10,909,1.8
10,1000,1.4
10,272,1.9
10,388,2.7
10,533,2.9
10,117,1.9
10,56,2.9
10,108,1.9
10,526,1.3
10,174,1.3
10,1007,1.2
10,757,1.7
10,663,1.4
10,803,1.5
10,203,4.0
10,905,1.4
10,736,1.6
10,389,1.7
10,178,4.8
10,568,2.5
10,331,1.9
10,2,1.5
10,917,2.6
10,936,4.4
10,928,1.3
10,258,1.3
10,726,2.0
10,841,1.3
10,811,1.2
10,185,1.0
10,481,4.1
10,369,2.9
10,255,2.5
10,578,4.6
10,7,1.5
10,494,4.1
10,379,2.8
10,902,2.8
10,896,1.7
10,610,2.1
10,296,1.1
10,25,1.2
10,539,1.5
10,150,4.9
10,695,2.5
10,566,2.3
10,597,2.8
10,182,2.7
10,101,1.9
10,462,1.7
10,164,2.2
10,499,1.8
10,530,2.7
10,420,2.2
10,480,4.8
10,615,2.4
10,492,1.4
10,668,1.1
10,86,2.9
10,837,2.9
10,130,2.8
10,207,1.2
10,626,1.6
10,1001,1.6
10,854,2.5
10,861,1.4
10,53,1.6
10,789,4.9
10,878,1.6
10,366,2.5
10,410,1.8
10,254,1.9
10,749,1.7
10,9,1.8
10,365,2.3
10,859,1.1
10,156,2.1
10,202,4.6
10,364,1.6
10,549,1.7
10,423,2.2
10,880,2.8
10,1,1.2
10,224,2.0
10,240,1.1
10,631,2.7
10,523,2.0
10,602,1.5
10,225,2.1
10,600,2.1
10,329,1.3
10,707,2.8
10,1003,2.9
10,790,4.2
10,51,2.8
10,485,2.7
10,48,2.9
10,249,4.7
10,341,2.3
10,996,2.3
10,604,1.5
10,73,1.6
10,74,2.7
10,318,2.6
10,603,2.8
10,222,1.7
10,399,2.8
10,184,2.9
10,31,1.5
10,204,1.3
10,27,2.3
10,520,2.6
10,429,2.2
10,661,1.2
10,457,1.1
10,752,1.0
10,575,5.0
10,313,2.8
10,798,1.8
10,138,1.4
10,795,2.6
11,717,2.6
11,334,2.0
11,71,2.9
11,256,4.3
11,227,2.3
11,934,1.9
11,580,1.7
11,795,2.0
11,275,1.2
11,915,1.4
11,678,2.5
11,730,1.7
11,921,2.7
11,526,1.5
11,623,2.9
11,816,1.3
11,342,2.8
11,600,2.4
11,491,1.3
11,279,1.3
11,336,2.3
11,989,1.9
11,320,2.2
11,865,1.4
11,693,2.9
11,123,2.4
11,8,2.9
11,172,1.6
11,756,2.7
11,673,1.5
11,96,2.3
11,722,3.0
11,768,2.1
11,365,2.7
11,994,4.7
11,604,1.6
11,68,2.5
11,848,2.0
11,654,4.9
11,523,2.9
11,753,1.5
11,840,2.7
11,302,1.2
11,835,2.8
11,113,2.8
11,43,1.7
11,225,2.5
11,777,2.2
11,771,2.6
11,167,2.8
11,140,2.1
11,86,1.4
11,977,1.3
11,868,1.4
11,383,2.5
11,326,1.8
11,920,1.5
11,65,2.8
11,923,1.6
11,36,1.9
11,592,1.2
11,913,1.8
11,11,1.6
11,159,1.1
11,625,1.5
11,404,2.1
11,836,1.6
11,899,1.1
11,807,1.7
11,687,2.9
11,524,1.9
11,500,4.5
11,213,1.3
11,492,2.0
11,930,2.3
11,715,2.8
11,22,2.5
11,976,2.2
11,550,2.2
11,583,1.1
11,983,2.0
11,902,2.4
11,458,2.1
11,954,2.9
11,403,2.4
11,909,4.4
11,292,2.2
11,667,4.0
11,493,1.4
11,579,2.0
11,170,1.1
11,372,3.0
11,114,2.6
11,591,1.7
11,595,1.9
11,545,1.5
11,653,4.7
11,882,2.0
11,892,1.0
11,990,1.5
11,535,1.2
11,762,1.1
11,441,1.8
11,631,4.5
11,228,4.7
11,174,1.8
11,87,2.6
11,520,2.7
11,280,1.1
11,831,2.5
11,125,2.9
11,613,1.6
11,801,2.9
11,942,2.5
11,857,2.2
11,350,2.1
11,875,2.1
11,377,2.8
11,136,4.6
11,477,2.1
11,327,1.7
11,978,1.0
11,2,1.8
11,745,1.6
11,640,3.0
11,741,4.6
11,3,2.1
11,264,1.3
11,132,1.2
11,769,2.7
11,686,2.8
11,794,2.5
11,708,2.4
11,739,2.0
11,424,2.1
11,651,2.4
11,951,2.0
11,629,1.5
11,1008,2.9
11,281,1.4
11,297,1.6
11,656,2.9
11,863,1.1
11,75,1.4
11,532,2.6
11,791,1.2
11,450,2.4
11,879,2.1
11,452,1.1
11,476,1.2
11,131,1.6
11,99,1.6
11,828,1.5
11,846,1.9
11,661,3.0
11,563,2.2
11,707,1.9
